Conn Time., Send Time, Recv Time,,,,,
0.3017,0.017,1.1566,,,,,
0.3731,0.0494,1.5149,,,,,
0.5197,0.0565,1.5451,,,,,
0.3114,0.0375,1.4329,,,,,
0.5212,0.0516,1.6834,,,,,
0.3698,0.0218,1.4549,,,,,
0.3267,0.0462,1.4326,,,,,
0.3432,0.0177,1.1502,,,,,
0.2269,0.0138,2.0716,,,,,
0.3942,0.041,1.211,,,,,
0.3374,0.0168,2.0877,,,,,
0.5106,0.0511,1.5199,,,,,
0.3624,0.0474,0.9889,,,,,
0.3134,0.0355,0.9322,,,,,
0.2291,0.0336,0.9395,,,,,
0.255,0.033,0.914,,,,,
0.2178,0.0138,1.0308,,,,,
0.2267,0.0385,1.4711,,,,,
0.3672,0.0224,1.7182,,,,,
0.5418,0.0528,1.8605,,,,,
0.2987,0.0161,1.0786,,,,,
0.2557,0.0343,0.9588,,,,,
0.2669,0.0134,0.9653,,,,,
0.2179,0.014,1.036,,,,,
0.2448,0.0341,0.9484,,,,,
0.2395,0.0128,0.9884,,,,,
0.206,0.0122,2.1929,,,,,
0.5462,0.062,1.8097,,,,,
0.3571,0.0186,1.2996,,,,,
0.2599,0.0149,1.0756,,,,,
0.2367,0.0144,1.0396,,,,,
0.2521,0.0129,1.0384,,,,,
0.2196,0.0144,1.0754,,,,,
0.234,0.0341,0.9369,,,,,
0.2226,0.0334,1.2863,,,,,
0.4316,0.0583,2.0707,,,,,
0.602,0.0451,1.6321,,,,,
0.3672,0.0177,1.3709,,,,,
0.3207,0.0183,1.0685,,,,,
0.2207,0.0125,1.0663,,,,,
0.2104,0.0125,0.9979,,,,,
0.223,0.0331,1.037,,,,,
0.2398,0.2395,1.2678,,,,,
0.5033,0.0419,1.4535,,,,,
0.346,0.0385,1.4843,,,,,
0.2363,0.0135,1.0841,,,,,
0.236,0.013,1.0377,,,,,
0.2262,0.0136,0.9855,,,,,
0.2168,0.013,0.948,,,,,
0.2313,0.0342,0.9315,,,,,
0.2354,0.0142,1.0024,,,,,
0.2801,0.0232,1.5286,,,,,
0.4113,0.0403,1.34,,,,,
0.3123,0.0163,1.1641,,,,,
0.3326,0.0192,1.2623,,,,,
0.2485,0.0149,1.0478,,,,,
0.214,0.0128,0.9951,,,,,
0.2525,0.0331,0.9079,,,,,
0.229,0.0402,0.9823,,,,,
0.2252,0.0334,1.0088,,,,,
0.3733,0.0381,2.0007,,,,,
0.4184,0.0469,1.1449,,,,,
0.2599,0.0343,1.2491,,,,,
0.226,0.0331,1.2018,,,,,
0.4163,0.0533,1.2098,,,,,
0.2315,0.0141,1.0031,,,,,
0.2198,0.0125,1.0531,,,,,
0.2093,0.0121,1.0782,,,,,
0.2935,0.0476,1.8078,,,,,
0.4482,0.063,1.3313,,,,,
0.2979,0.0361,1.1943,,,,,
0.2378,0.0344,0.9866,,,,,
0.2425,0.0442,0.9591,,,,,
0.2173,0.0129,1.5425,,,,,
0.4577,0.0579,1.2244,,,,,
0.3059,0.016,1.1473,,,,,
0.3356,0.0639,2.3751,,,,,
0.7437,0.0524,1.1264,,,,,
0.2807,0.0169,1.0575,,,,,
0.2439,0.0138,1.193,,,,,
0.2142,0.0126,1.0083,,,,,
0.2257,0.0336,0.9677,,,,,
0.2217,0.0334,1.4001,,,,,
0.2936,0.036,1.0583,,,,,
0.5073,0.0574,1.9363,,,,,
0.3739,0.0184,1.196,,,,,
0.2404,0.0146,1.0159,,,,,
0.234,0.0126,0.9895,,,,,
0.222,0.0129,0.9807,,,,,
0.2258,0.0338,0.9794,,,,,
0.225,0.0334,0.9291,,,,,
0.2308,0.0402,0.9784,,,,,
0.2867,0.0228,1.9936,,,,,
0.5335,0.0567,1.6576,,,,,
0.4247,0.0584,1.3862,,,,,
0.2873,0.0165,1.2176,,,,,
0.3503,0.0377,1.0816,,,,,
0.2642,0.0196,1.1426,,,,,
0.2434,0.0145,1.084,,,,,
0.2305,0.0133,0.9914,,,,,
0.2476,0.0183,1.8777,,,,,
0.4392,0.0557,1.3644,,,,,
0.3961,0.0479,0.9922,,,,,
0.2312,0.0338,0.9797,,,,,
0.2435,0.0157,1.0325,,,,,
0.2342,0.0124,1.016,,,,,
0.2071,0.0123,1.0074,,,,,
0.2061,0.0119,0.9811,,,,,
0.2042,0.0117,0.958,,,,,
0.3017,0.045,1.7725,,,,,
0.4257,0.0584,1.744,,,,,
0.5258,0.0487,1.531,,,,,
0.4445,0.0406,1.2415,,,,,
0.2811,0.0146,1.0102,,,,,
0.2319,0.0132,0.9647,,,,,
0.2085,0.0122,1.1158,,,,,
0.208,0.0121,1.1891,,,,,
0.4594,0.0527,1.9145,,,,,
0.4463,0.0392,1.6884,,,,,
0.3122,0.0372,1.0056,,,,,
0.2841,0.035,0.9113,,,,,
0.2103,0.0122,0.9975,,,,,
0.2138,0.012,1.0768,,,,,
0.2218,0.0134,0.9944,,,,,
0.2185,0.0126,0.9563,,,,,
0.3215,0.0202,1.4937,,,,,
0.396,0.0184,1.3142,,,,,
0.2817,0.0149,1.0068,,,,,
0.231,0.0134,1.3245,,,,,
0.3692,0.0552,1.105,,,,,
0.2988,0.035,0.9681,,,,,
0.2278,0.0335,1.1039,,,,,
0.2501,0.0345,0.9115,,,,,
0.2237,0.0213,1.2026,,,,,
0.4698,0.0565,1.4544,,,,,
0.3791,0.0189,1.282,,,,,
0.246,0.014,1.2483,,,,,
0.2321,0.0341,1.1644,,,,,
0.3664,0.0379,1.086,,,,,
0.2488,0.0336,1.0259,,,,,
0.2516,0.0344,1.0176,,,,,
0.2548,0.0335,0.9663,,,,,
0.2425,0.0478,1.9695,,,,,
0.3893,0.0549,1.1691,,,,,
0.2654,0.0176,1.334,,,,,
0.2334,0.0136,1.0957,,,,,
0.2144,0.0126,0.978,,,,,
0.2156,0.0129,1.3501,,,,,
0.303,0.0223,1.4165,,,,,
0.3308,0.0373,1.1197,,,,,
0.4615,0.0539,1.7661,,,,,
0.4744,0.0522,1.4653,,,,,
0.3887,0.0432,1.4128,,,,,
0.3415,0.018,1.4249,,,,,
0.3511,0.0178,1.6364,,,,,
0.329,0.0185,1.546,,,,,
0.4442,0.0477,2.003,,,,,
0.5551,0.0636,1.9586,,,,,
0.4519,0.0293,1.5804,,,,,
0.4186,0.0193,1.3375,,,,,
0.3399,0.0172,1.5682,,,,,
0.4765,0.0572,1.3689,,,,,
0.5012,0.0299,2.9009,,,,,
0.4966,0.046,1.9384,,,,,
0.5241,0.0539,1.1637,,,,,
0.3899,0.0568,1.3432,,,,,
0.451,0.024,1.4449,,,,,
0.2872,0.0252,1.2902,,,,,
0.2542,0.0147,1.3187,,,,,
0.6188,0.0629,1.746,,,,,
0.4021,0.0416,2.4048,,,,,
0.5176,0.0542,1.4061,,,,,
0.3318,0.038,1.296,,,,,
0.279,0.0376,1.0976,,,,,
0.2455,0.0141,1.0697,,,,,
0.5396,0.056,1.843,,,,,
0.4473,0.0247,1.4924,,,,,
0.3762,0.0404,1.32,,,,,
0.2844,0.0389,1.0775,,,,,
0.2608,0.0182,1.112,,,,,
0.2556,0.0352,1.0318,,,,,
0.2182,0.0135,1.115,,,,,
0.2789,0.0145,1.2259,,,,,
0.3937,0.0536,2.0297,,,,,
0.3676,0.0189,1.3954,,,,,
0.4062,0.0536,1.2339,,,,,
0.3536,0.057,1.081,,,,,
0.273,0.0357,0.9624,,,,,
0.2261,0.0218,1.0799,,,,,
0.2688,0.0361,1.1576,,,,,
0.3238,0.0378,1.2682,,,,,
0.4703,0.0574,1.8401,,,,,
0.5769,0.0427,1.3576,,,,,
0.3299,0.0437,1.8249,,,,,
0.5057,0.0518,1.9448,,,,,
0.4519,0.0532,1.816,,,,,
0.4096,0.0287,1.8006,,,,,
0.5486,0.0592,1.7184,,,,,
0.4045,0.0415,1.352,,,,,
0.3073,0.018,1.5537,,,,,
0.4556,0.0557,1.4035,,,,,
0.4461,0.0645,1.2387,,,,,
0.2717,0.0207,1.1741,,,,,
0.2918,0.094,2.2805,,,,,
0.4849,0.026,1.5618,,,,,
0.5428,0.0745,1.6548,,,,,
0.3199,0.0165,1.1493,,,,,
0.2664,0.016,1.8942,,,,,
0.5411,0.063,1.6871,,,,,
0.6813,0.0982,1.9092,,,,,
0.4608,0.0404,1.471,,,,,
0.3581,0.0302,1.5651,,,,,
0.4432,0.0626,1.5406,,,,,
0.4094,0.0527,1.1558,,,,,
0.3035,0.044,1.1682,,,,,
0.2776,0.0442,1.5001,,,,,
0.5405,0.0671,2.3062,,,,,
0.6578,0.0613,1.7425,,,,,
0.3587,0.0423,1.3923,,,,,
0.2352,0.0337,1.1412,,,,,
0.4255,0.0389,1.084,,,,,
0.2751,0.0385,1.2284,,,,,
0.3643,0.1119,2.5398,,,,,
0.4422,0.062,1.309,,,,,
0.2822,0.0359,1.0318,,,,,
0.2354,0.0137,1.075,,,,,
0.2136,0.0125,1.0264,,,,,
0.2095,0.0123,1.0018,,,,,
0.2189,0.0127,1.0038,,,,,
0.2237,0.034,1.4181,,,,,
0.2566,0.0464,1.8393,,,,,
0.5498,0.0584,1.5807,,,,,
0.369,0.0543,1.0352,,,,,
0.2213,0.0128,1.2622,,,,,
0.2856,0.0203,1.0849,,,,,
0.2265,0.0161,1.0249,,,,,
0.2164,0.013,1.1019,,,,,
0.2489,0.0195,1.0457,,,,,
0.2212,0.0138,1.9759,,,,,
0.5318,0.0632,1.7591,,,,,
0.3747,0.0492,1.2903,,,,,
0.2935,0.044,1.1978,,,,,
0.2498,0.0415,1.0732,,,,,
0.286,0.0354,1.0121,,,,,
0.2284,0.0339,0.9929,,,,,
0.2186,0.0126,1.0679,,,,,
0.2763,0.0571,1.5038,,,,,
0.4781,0.0258,1.7669,,,,,
0.4165,0.0479,1.5821,,,,,
0.3374,0.0387,1.6886,,,,,
0.3587,0.0387,1.1841,,,,,
0.3417,0.0354,1.006,,,,,
0.2283,0.0347,0.9919,,,,,
0.246,0.0322,1.7312,,,,,
0.5322,0.0591,1.4351,,,,,
0.2751,0.0351,0.9488,,,,,
0.2236,0.0336,1.5407,,,,,
0.2649,0.0144,1.0907,,,,,
0.2138,0.0125,1.0682,,,,,
0.2313,0.0134,0.9611,,,,,
0.2132,0.0127,1.0129,,,,,
0.2264,0.0337,1.0249,,,,,
0.3316,0.025,1.5066,,,,,
0.3816,0.04,1.2555,,,,,
0.2802,0.0349,1.0137,,,,,
0.2425,0.0417,0.9842,,,,,
0.2163,0.0132,1.1195,,,,,
0.3651,0.0434,1.3437,,,,,
0.3282,0.0238,1.6928,,,,,
0.373,0.0628,1.4328,,,,,
0.4919,0.0264,1.5854,,,,,
0.3477,0.0175,1.1254,,,,,
0.2357,0.0137,1.547,,,,,
0.2692,0.0349,1.0354,,,,,
0.2285,0.0333,1.0406,,,,,
0.2773,0.0502,1.0043,,,,,
0.2924,0.0359,0.9605,,,,,
0.2177,0.0128,0.9749,,,,,
0.478,0.0159,1.4443,,,,,
0.4309,0.0189,1.3451,,,,,
0.2437,0.0143,1.3235,,,,,
0.2566,0.0353,0.9588,,,,,
0.2603,0.0356,0.9701,,,,,
0.2585,0.0439,0.9329,,,,,
0.2282,0.0335,0.9801,,,,,
0.2563,0.0552,1.2144,,,,,
0.3651,0.049,1.466,,,,,
0.4433,0.0548,1.3019,,,,,
0.3509,0.0393,1.0579,,,,,
0.2195,0.0126,1.0534,,,,,
0.2242,0.0131,1.1498,,,,,
0.2083,0.0124,0.9753,,,,,
0.222,0.0129,1.0889,,,,,
0.2749,0.0346,0.9742,,,,,
0.2229,0.0332,1.0197,,,,,
0.2887,0.0448,1.3836,,,,,
0.5629,0.0575,1.8248,,,,,
0.3785,0.0595,1.3036,,,,,
0.2213,0.0128,1.06,,,,,
0.2338,0.0137,0.983,,,,,
0.2121,0.013,0.9674,,,,,
0.2289,0.0349,0.9643,,,,,
0.2507,0.0429,0.9227,,,,,
0.2368,0.0317,1.0337,,,,,
0.2776,0.0591,1.9956,,,,,
0.5137,0.06,1.4786,,,,,
0.3242,0.0161,1.1359,,,,,
0.2179,0.0131,1.0914,,,,,
0.2309,0.0135,1.0568,,,,,
0.2574,0.0423,0.9849,,,,,
0.2799,0.0438,0.9342,,,,,
0.2437,0.0325,0.8703,,,,,
0.2381,0.052,1.3397,,,,,
0.4438,0.0192,1.531,,,,,
0.3893,0.0193,1.2312,,,,,
0.2306,0.0142,1.1938,,,,,
0.2114,0.0127,1.0017,,,,,
0.2328,0.0136,0.9926,,,,,
0.2097,0.0128,0.9883,,,,,
0.2122,0.0125,0.9746,,,,,
0.2068,0.012,0.9684,,,,,
0.2193,0.0334,1.1923,,,,,
0.4794,0.0422,1.6409,,,,,
0.3692,0.039,1.2774,,,,,
0.3199,0.0376,1.1758,,,,,
0.322,0.0169,1.0508,,,,,
0.2164,0.0129,1.0525,,,,,
0.2096,0.0126,1.196,,,,,
0.2118,0.0123,1.0522,,,,,
0.2221,0.0333,1.0113,,,,,
0.2899,0.0408,1.6001,,,,,
0.3987,0.0326,1.3055,,,,,
0.2846,0.0353,0.9592,,,,,
0.2322,0.0343,1.1806,,,,,
0.3504,0.0385,1.0728,,,,,
0.24,0.0343,1.0406,,,,,
0.2603,0.0346,0.9259,,,,,
0.2401,0.014,1.1179,,,,,
0.3125,0.0133,1.5925,,,,,
0.3981,0.0487,1.9053,,,,,
0.3809,0.0187,1.4731,,,,,
0.3577,0.0369,0.9453,,,,,
0.2323,0.0344,1.0349,,,,,
0.3306,0.0357,1.0695,,,,,
0.2631,0.0343,0.942,,,,,
0.2112,0.0125,1.0093,,,,,
0.2115,0.0125,1.0226,,,,,
0.2924,0.0218,1.3581,,,,,
0.3584,0.0257,1.3947,,,,,
0.3016,0.025,1.0716,,,,,
0.2132,0.0125,1.1205,,,,,
0.2111,0.0124,1.1441,,,,,
0.255,0.0131,1.1325,,,,,
0.3108,0.0371,1.0477,,,,,
0.2551,0.035,0.9302,,,,,
0.226,0.0339,1.0392,,,,,
0.4049,0.0543,1.4047,,,,,
0.3862,0.0531,1.2399,,,,,
0.2449,0.0141,1.3942,,,,,
0.2314,0.0139,1.1692,,,,,
0.2144,0.0127,0.9851,,,,,
0.2484,0.0348,0.9103,,,,,
0.2241,0.0335,1.1482,,,,,
0.3391,0.0377,1.2631,,,,,
0.4149,0.0518,1.562,,,,,
0.4543,0.0195,1.3174,,,,,
0.2999,0.0169,1.164,,,,,
0.2242,0.0131,1.0806,,,,,
0.2261,0.0133,0.9948,,,,,
0.2245,0.0335,0.9298,,,,,
0.2235,0.033,0.9169,,,,,
0.2691,0.0424,0.9065,,,,,
0.2338,0.0313,1.1795,,,,,
0.468,0.0591,2.3522,,,,,
0.6119,0.0193,1.4084,,,,,
0.283,0.0163,1.5819,,,,,
0.3376,0.0166,1.3523,,,,,
0.2671,0.0371,1.1019,,,,,
0.2814,0.0342,1.0379,,,,,
0.2316,0.0341,0.9089,,,,,
0.2262,0.0335,1.5971,,,,,
0.5838,0.0614,1.7347,,,,,
0.3832,0.0433,1.0766,,,,,
0.2399,0.034,1.0202,,,,,
0.2614,0.0343,0.9402,,,,,
0.2109,0.0127,1.0656,,,,,
0.23,0.0133,0.9759,,,,,
0.2099,0.0124,1.0357,,,,,
0.2087,0.0125,1.0717,,,,,
0.3368,0.0382,2.0004,,,,,
0.4336,0.0673,1.3524,,,,,
0.3039,0.0354,1.09,,,,,
0.3185,0.0346,1.011,,,,,
0.2179,0.0132,1.0426,,,,,
0.2167,0.0127,1.296,,,,,
0.2207,0.018,1.1143,,,,,
0.2202,0.0132,1.6457,,,,,
0.4822,0.0481,1.9452,,,,,
0.3537,0.0177,1.4311,,,,,
0.241,0.0141,1.0046,,,,,
0.2275,0.012,1.0122,,,,,
0.2266,0.0336,0.9314,,,,,
0.2483,0.0346,1.0212,,,,,
0.2658,0.053,1.0407,,,,,
0.2353,0.0321,1.189,,,,,
0.2764,0.0155,1.4122,,,,,
0.4178,0.0174,1.1693,,,,,
0.2255,0.0134,1.0279,,,,,
0.272,0.0134,1.2852,,,,,
0.4064,0.0529,1.1787,,,,,
0.3782,0.0523,0.9116,,,,,
0.2464,0.0405,1.0544,,,,,
0.2567,0.0335,1.3129,,,,,
0.2446,0.0343,1.1463,,,,,
0.3428,0.0182,1.2677,,,,,
0.3336,0.0504,1.032,,,,,
0.2628,0.0357,0.9206,,,,,
0.2378,0.0367,0.9725,,,,,
0.2129,0.013,1.2826,,,,,
0.3236,0.0444,1.1971,,,,,
0.2677,0.015,1.1655,,,,,
0.3227,0.0439,0.9206,,,,,
0.2751,0.0346,1.6606,,,,,
0.3152,0.0364,1.1341,,,,,
0.2277,0.0337,1.1118,,,,,
0.2435,0.0147,0.9979,,,,,
0.2298,0.0146,1.1451,,,,,
0.2286,0.0143,0.9923,,,,,
0.2417,0.0227,1.2715,,,,,
0.3318,0.0378,1.1354,,,,,
0.2545,0.0242,1.3079,,,,,
0.2963,0.0496,1.3255,,,,,
0.3515,0.0388,1.0302,,,,,
0.2384,0.0144,1.0106,,,,,
0.2166,0.013,1.0701,,,,,
0.2147,0.0127,0.9972,,,,,
0.2066,0.012,0.9801,,,,,
0.2202,0.0331,0.9899,,,,,
0.2196,0.033,1.0254,,,,,
0.3172,0.0446,1.432,,,,,
0.2576,0.0499,1.3571,,,,,
0.284,0.0157,1.0607,,,,,
0.2484,0.0149,0.9899,,,,,
0.2248,0.0129,1.0006,,,,,
0.2201,0.0127,0.9749,,,,,
0.2049,0.0124,1.0021,,,,,
0.2062,0.0125,0.961,,,,,
0.2152,0.0177,0.9674,,,,,
0.229,0.0123,1.6018,,,,,
0.3136,0.0468,1.5418,,,,,
0.5496,0.0531,1.3833,,,,,
0.2666,0.0344,1.0519,,,,,
0.2518,0.0347,0.9871,,,,,
0.2295,0.013,1.0054,,,,,
0.209,0.0125,1.0486,,,,,
0.2147,0.0131,0.997,,,,,
0.2127,0.0129,0.9742,,,,,
0.2208,0.0333,0.956,,,,,
0.2278,0.0401,1.033,,,,,
0.2507,0.0489,1.8378,,,,,
0.4971,0.0566,1.408,,,,,
0.4539,0.0497,1.2748,,,,,
0.2996,0.0441,1.2438,,,,,
0.2368,0.0334,1.0439,,,,,
0.2293,0.0335,0.9849,,,,,
0.2077,0.0122,1.0056,,,,,
0.2062,0.0122,1.0521,,,,,
0.3472,0.0204,1.246,,,,,
0.2701,0.0158,1.6291,,,,,
0.3754,0.0547,1.4724,,,,,
0.2982,0.0457,1.0108,,,,,
0.2809,0.0355,0.9584,,,,,
0.2527,0.0348,1.0357,,,,,
0.3162,0.0488,1.0732,,,,,
0.233,0.0439,1.0926,,,,,
0.2776,0.022,2.548,,,,,
0.401,0.0187,2.1314,,,,,
0.4519,0.0516,1.4203,,,,,
0.3047,0.0172,1.0968,,,,,
0.2216,0.0136,1.356,,,,,
0.2504,0.0145,1.0317,,,,,
0.2377,0.0365,0.9676,,,,,
0.2305,0.0344,1.1761,,,,,
0.3393,0.0185,1.3428,,,,,
0.2976,0.0369,1.471,,,,,
0.2422,0.019,1.408,,,,,
0.3668,0.0452,1.1614,,,,,
0.2853,0.0152,1.528,,,,,
0.2536,0.0146,1.1422,,,,,
0.3152,0.0362,1.1804,,,,,
0.3685,0.0457,1.4922,,,,,
0.5236,0.041,1.3178,,,,,
0.3754,0.0387,1.2153,,,,,
0.2965,0.0177,1.0924,,,,,
0.2288,0.016,1.672,,,,,
0.3168,0.0169,1.4638,,,,,
0.2413,0.0137,1.2088,,,,,
0.3269,0.0367,1.1323,,,,,
0.3878,0.0473,1.192,,,,,
0.3069,0.0379,1.0848,,,,,
0.2801,0.0429,0.9707,,,,,
0.2477,0.0148,1.0093,,,,,
0.238,0.0143,1.0942,,,,,
0.2292,0.0137,0.9925,,,,,
0.329,0.0214,1.5571,,,,,
0.3078,0.0379,1.843,,,,,
0.4696,0.0423,1.3527,,,,,
0.3229,0.0388,1.1217,,,,,
0.2607,0.0159,1.0661,,,,,
0.2419,0.0349,1.0553,,,,,
0.254,0.0386,0.932,,,,,
0.2427,0.0349,0.9765,,,,,
0.2327,0.034,0.9974,,,,,
0.2461,0.0451,1.1078,,,,,
0.2758,0.0209,1.3321,,,,,
0.3339,0.023,1.4551,,,,,
0.5576,0.0257,1.2778,,,,,
0.5623,0.0502,1.1424,,,,,
0.2807,0.0368,1.2347,,,,,
0.2743,0.0371,1.1817,,,,,
0.263,0.0365,1.1855,,,,,
0.2424,0.0147,1.0468,,,,,
0.2315,0.014,1.8945,,,,,
0.4131,0.0246,1.9542,,,,,
0.2942,0.0232,1.1189,,,,,
0.2544,0.0144,1.0635,,,,,
0.2356,0.0144,1.0991,,,,,
0.223,0.014,0.9569,,,,,
0.2326,0.0208,1.0456,,,,,
0.2599,0.0357,1.1082,,,,,
0.2468,0.0345,0.9758,,,,,
0.2916,0.0491,1.462,,,,,
0.3961,0.0198,1.438,,,,,
0.2922,0.0182,1.1532,,,,,
0.228,0.0137,1.1759,,,,,
0.2305,0.014,1.1274,,,,,
0.219,0.0129,1.1641,,,,,
0.2304,0.0346,1.0991,,,,,
0.2588,0.0337,1.1978,,,,,
0.2373,0.0338,1.2995,,,,,
0.3507,0.0394,1.3989,,,,,
0.4813,0.0512,1.5421,,,,,
0.398,0.0468,1.0079,,,,,
0.2649,0.0358,1.0013,,,,,
0.2354,0.0344,0.9219,,,,,
0.2781,0.0449,1.1391,,,,,
0.2473,0.0136,1.1568,,,,,
0.2434,0.0154,1.0624,,,,,
0.3389,0.021,1.6088,,,,,
0.4577,0.0543,1.2314,,,,,
0.3139,0.0503,1.2581,,,,,
0.3347,0.0386,1.0621,,,,,
0.2667,0.0347,1.0071,,,,,
0.2439,0.014,1.0956,,,,,
0.2902,0.0148,1.1057,,,,,
0.2283,0.0141,1.0404,,,,,
0.2188,0.0133,1.782,,,,,
0.3799,0.0416,1.7739,,,,,
0.3317,0.0377,1.2423,,,,,
0.2548,0.0344,1.576,,,,,
0.3732,0.0399,1.6527,,,,,
0.2958,0.0166,1.1213,,,,,
0.2344,0.0141,1.3984,,,,,
0.2392,0.0141,1.6891,,,,,
0.3251,0.0237,1.3595,,,,,
0.3428,0.0383,1.0568,,,,,
0.2411,0.0346,1.1016,,,,,
0.2531,0.0337,1.0724,,,,,
0.2318,0.0339,1.0626,,,,,
0.3355,0.0176,1.3162,,,,,
0.2529,0.0145,1.0335,,,,,
0.2416,0.0187,1.4721,,,,,
0.4325,0.0511,1.3318,,,,,
0.317,0.016,1.1458,,,,,
0.2306,0.0153,1.2568,,,,,
0.2403,0.0139,1.0448,,,,,
0.2468,0.0142,0.9789,,,,,
0.2739,0.0544,1.0631,,,,,
0.2689,0.0428,1.2107,,,,,
0.365,0.023,1.2413,,,,,
0.4493,0.0499,1.4419,,,,,
0.3173,0.0174,1.1814,,,,,
0.253,0.0144,1.0299,,,,,
0.2362,0.0138,1.0735,,,,,
0.2321,0.0147,1.0832,,,,,
0.242,0.0341,0.9712,,,,,
0.2327,0.0345,0.9852,,,,,
0.247,0.0362,0.9691,,,,,
0.2569,0.0364,1.1553,,,,,
0.4125,0.0626,1.6997,,,,,
0.365,0.0389,1.2617,,,,,
0.341,0.0389,1.3443,,,,,
0.2722,0.0358,1.0369,,,,,
0.2322,0.0137,1.0184,,,,,
0.2308,0.014,1.2271,,,,,
0.2238,0.0137,0.9874,,,,,
0.2287,0.0186,0.9823,,,,,
0.4218,0.0498,1.9303,,,,,
0.4596,0.0422,1.8875,,,,,
0.3509,0.0388,1.3614,,,,,
0.3444,0.042,1.204,,,,,
0.333,0.0149,1.5773,,,,,
0.2606,0.0197,1.2854,,,,,
0.3628,0.023,1.4291,,,,,
0.4184,0.0543,1.3446,,,,,
0.3591,0.0279,1.4319,,,,,
0.4433,0.0234,1.868,,,,,
0.3859,0.0194,1.449,,,,,
0.2773,0.0157,1.129,,,,,
0.2535,0.035,0.9428,,,,,
0.2394,0.0346,1.0948,,,,,
0.282,0.0486,1.2585,,,,,
0.4326,0.0418,1.4209,,,,,
0.3393,0.0469,1.8268,,,,,
0.4785,0.0616,1.5971,,,,,
0.3945,0.047,1.6203,,,,,
0.3844,0.0536,1.7551,,,,,
0.3896,0.0397,1.6661,,,,,
0.5478,0.0591,1.734,,,,,
0.5091,0.0549,1.3808,,,,,
0.5246,0.056,1.5295,,,,,
0.5583,0.0531,1.7187,,,,,
0.4478,0.0573,1.3347,,,,,
0.3909,0.0216,1.7987,,,,,
0.4638,0.0563,1.8713,,,,,
0.4989,0.0409,1.5302,,,,,
0.3639,0.0192,1.493,,,,,
0.4354,0.0752,1.5174,,,,,
0.5259,0.0507,1.5146,,,,,
0.4061,0.0468,1.9072,,,,,
0.5266,0.0531,2.0365,,,,,
0.4347,0.0193,1.6463,,,,,
0.3395,0.055,1.4082,,,,,
0.3918,0.0481,1.6625,,,,,
0.5088,0.0587,2.5097,,,,,
0.5348,0.0566,2.1527,,,,,
0.5884,0.0593,2.0231,,,,,
0.536,0.0607,1.8806,,,,,
0.5233,0.0609,2.0282,,,,,
0.4967,0.0622,1.6272,,,,,
0.6101,0.0865,1.985,,,,,
0.465,0.0578,1.5455,,,,,
0.5111,0.0768,2.0242,,,,,
0.5349,0.062,1.9842,,,,,
0.4956,0.0304,1.9768,,,,,
0.664,0.0638,3.0276,,,,,
0.6042,0.0533,1.9748,,,,,
0.4957,0.0438,1.6624,,,,,
0.3858,0.051,1.2554,,,,,
0.3393,0.0182,1.3787,,,,,
0.4048,0.0184,3.3782,,,,,
0.6248,0.0557,2.1526,,,,,
0.5667,0.0665,1.6212,,,,,
0.5168,0.0615,1.7215,,,,,
0.4401,0.0563,2.6198,,,,,
0.6182,0.0684,2.2777,,,,,
0.5653,0.0587,2.4771,,,,,
0.5049,0.0615,2.0036,,,,,
0.5059,0.0631,2.3468,,,,,
0.5308,0.1109,2.0538,,,,,
0.6167,0.0811,2.0149,,,,,
0.5246,0.0632,2.235,,,,,
0.5017,0.0553,2.0881,,,,,
0.4955,0.0552,2.1551,,,,,
0.5737,0.0586,2.2768,,,,,
0.5909,0.0664,2.6504,,,,,
0.6392,0.068,2.7497,,,,,
0.5397,0.0524,1.9804,,,,,
0.5593,0.0681,2.0357,,,,,
0.5063,0.0546,2.0397,,,,,
0.6145,0.0622,1.9465,,,,,
0.6956,0.0542,1.9109,,,,,
0.5337,0.0587,2.3643,,,,,
0.5144,0.0303,2.477,,,,,
0.4917,0.0502,2.474,,,,,
0.508,0.0598,2.0829,,,,,
0.4942,0.0315,3.7209,,,,,
0.8602,0.0662,3.0265,,,,,
0.5527,0.064,5.6555,,,,,
0.6553,0.0666,2.5863,,,,,
0.6905,0.0659,2.6738,,,,,
0.5938,0.0621,2.1458,,,,,
0.5006,0.0665,2.39,,,,,
0.5325,0.0645,2.2617,,,,,
0.5218,0.0641,2.852,,,,,
0.6053,0.0793,2.3359,,,,,
0.5429,0.0428,1.5421,,,,,
0.4381,0.0498,1.4063,,,,,
0.4367,0.0515,1.6829,,,,,
0.4869,0.057,2.5569,,,,,
0.557,0.0517,2.012,,,,,
0.4655,0.0527,1.4665,,,,,
0.4823,0.0465,1.826,,,,,
0.4131,0.0405,1.3748,,,,,
0.3914,0.0245,2.4932,,,,,
0.5883,0.0568,2.4981,,,,,
0.5274,0.0706,1.8399,,,,,
0.4456,0.0536,1.3855,,,,,
0.3997,0.0535,1.3169,,,,,
0.3902,0.0182,1.7877,,,,,
0.4992,0.08,2.5765,,,,,
0.4054,0.0536,1.9434,,,,,
0.4434,0.0591,1.6107,,,,,
0.4586,0.0457,1.3382,,,,,
0.363,0.0489,1.4777,,,,,
0.3651,0.0926,2.1522,,,,,
0.4875,0.0643,1.7969,,,,,
0.4477,0.0564,1.7359,,,,,
0.4603,0.0571,2.4291,,,,,
0.5417,0.0581,1.7808,,,,,
